fecha,liga,temporada,equipo_local,equipo_visitante,goles_local,goles_visitante,corners_local,corners_visitante,total_goles,total_corners,ambos_marcan,over_2_5
2024-01-27,Scottish Premiership,2023-24,Livingston,Dundee,1,4,5,3,5,8,1,1
2024-01-27,Scottish Premiership,2023-24,Kilmarnock,Hibernian,2,2,7,3,4,10,1,1
2024-01-27,Scottish Premiership,2023-24,Celtic,Ross County,1,0,7,7,1,14,0,0
2024-01-27,Scottish Premiership,2023-24,St Mirren,Rangers,0,1,4,3,1,7,0,0
2024-01-27,Scottish Premiership,2023-24,Hearts,Aberdeen,2,0,7,7,2,14,0,0
2024-01-30,Scottish Premiership,2023-24,Aberdeen,Dundee,1,1,0,3,2,3,1,0
2024-01-30,Scottish Premiership,2023-24,Livingston,Ross County,2,2,5,3,4,8,1,1
2024-02-03,Scottish Premiership,2023-24,Aberdeen,Celtic,1,1,1,12,2,13,1,0
2024-02-03,Scottish Premiership,2023-24,Dundee,Hearts,2,3,8,5,5,13,1,1
2024-02-03,Scottish Premiership,2023-24,Hibernian,St Mirren,0,3,6,7,3,13,0,1
2024-02-03,Scottish Premiership,2023-24,Motherwell,Kilmarnock,1,1,6,5,2,11,1,0
2024-02-03,Scottish Premiership,2023-24,Rangers,Livingston,3,0,14,0,3,14,0,1
2024-02-03,Scottish Premiership,2023-24,Ross County,St Johnstone,0,1,8,4,1,12,0,0
2024-02-06,Scottish Premiership,2023-24,Motherwell,Ross County,5,0,3,6,5,9,0,1
2024-02-06,Scottish Premiership,2023-24,Rangers,Aberdeen,2,1,13,2,3,15,1,1
2024-02-07,Scottish Premiership,2023-24,St Mirren,Dundee,2,0,6,5,2,11,0,0
2024-02-07,Scottish Premiership,2023-24,Hibernian,Celtic,1,2,4,5,3,9,1,1
2024-02-07,Scottish Premiership,2023-24,St Johnstone,Hearts,0,1,2,4,1,6,0,0
2024-02-07,Scottish Premiership,2023-24,Kilmarnock,Livingston,1,0,9,2,1,11,0,0
2024-02-11,Scottish Premiership,2023-24,Dundee,St Johnstone,2,1,13,7,3,20,1,1
2024-02-14,Scottish Premiership,2023-24,Aberdeen,Motherwell,3,3,7,3,6,10,1,1
2024-02-14,Scottish Premiership,2023-24,Rangers,Ross County,3,1,20,3,4,23,1,1
2024-02-17,Scottish Premiership,2023-24,Aberdeen,Hibernian,2,2,4,2,4,6,1,1
2024-02-17,Scottish Premiership,2023-24,Celtic,Kilmarnock,1,1,8,4,2,12,1,0
2024-02-17,Scottish Premiership,2023-24,Dundee,Ross County,2,0,6,2,2,8,0,0
2024-02-17,Scottish Premiership,2023-24,Hearts,Motherwell,2,0,9,7,2,16,0,0
2024-02-17,Scottish Premiership,2023-24,Livingston,St Mirren,1,0,4,9,1,13,0,0
2024-02-18,Scottish Premiership,2023-24,St Johnstone,Rangers,0,3,3,1,3,4,0,1
2024-02-24,Scottish Premiership,2023-24,St Mirren,St Johnstone,2,0,5,6,2,11,0,0
2024-02-24,Scottish Premiership,2023-24,Ross County,Livingston,3,2,6,4,5,10,1,1
2024-02-24,Scottish Premiership,2023-24,Kilmarnock,Aberdeen,2,0,5,3,2,8,0,0
2024-02-24,Scottish Premiership,2023-24,Hibernian,Dundee,2,1,10,2,3,12,1,1
2024-02-24,Scottish Premiership,2023-24,Rangers,Hearts,5,0,4,2,5,6,0,1
2024-02-25,Scottish Premiership,2023-24,Motherwell,Celtic,1,3,4,4,4,8,1,1
2024-02-27,Scottish Premiership,2023-24,Ross County,St Mirren,1,1,3,4,2,7,1,0
2024-02-28,Scottish Premiership,2023-24,Kilmarnock,Rangers,1,2,8,6,3,14,1,1
2024-02-28,Scottish Premiership,2023-24,Hearts,Hibernian,1,1,4,9,2,13,1,0
2024-02-28,Scottish Premiership,2023-24,Livingston,Motherwell,1,3,1,4,4,5,1,1
2024-02-28,Scottish Premiership,2023-24,Aberdeen,St Johnstone,0,2,11,7,2,18,0,0
2024-02-28,Scottish Premiership,2023-24,Celtic,Dundee,7,1,5,5,8,10,1,1
2024-03-02,Scottish Premiership,2023-24,Rangers,Motherwell,1,2,15,2,3,17,1,1
2024-03-02,Scottish Premiership,2023-24,St Johnstone,Livingston,1,1,2,2,2,4,1,0
2024-03-02,Scottish Premiership,2023-24,Dundee,Kilmarnock,2,2,4,6,4,10,1,1
2024-03-02,Scottish Premiership,2023-24,Hibernian,Ross County,2,0,8,2,2,10,0,0
2024-03-02,Scottish Premiership,2023-24,St Mirren,Aberdeen,2,1,3,2,3,5,1,1
2024-03-03,Scottish Premiership,2023-24,Hearts,Celtic,2,0,7,7,2,14,0,0
2024-03-13,Scottish Premiership,2023-24,Dundee,Aberdeen,1,0,6,4,1,10,0,0
2024-03-13,Scottish Premiership,2023-24,Ross County,Hibernian,2,2,2,6,4,8,1,1
2024-03-16,Scottish Premiership,2023-24,Celtic,St Johnstone,3,1,10,2,4,12,1,1
2024-03-16,Scottish Premiership,2023-24,Hibernian,Livingston,3,0,3,2,3,5,0,1
2024-03-16,Scottish Premiership,2023-24,Kilmarnock,St Mirren,5,2,1,3,7,4,1,1
2024-03-16,Scottish Premiership,2023-24,Motherwell,Aberdeen,0,1,6,6,1,12,0,0
2024-03-16,Scottish Premiership,2023-24,Ross County,Hearts,2,1,2,15,3,17,1,1
2024-03-30,Scottish Premiership,2023-24,Aberdeen,Ross County,2,1,2,8,3,10,1,1
2024-03-30,Scottish Premiership,2023-24,Hearts,Kilmarnock,1,1,7,7,2,14,1,0
2024-03-30,Scottish Premiership,2023-24,Motherwell,St Mirren,1,1,4,4,2,8,1,0
2024-03-30,Scottish Premiership,2023-24,Rangers,Hibernian,3,1,9,4,4,13,1,1
2024-03-30,Scottish Premiership,2023-24,St Johnstone,Dundee,1,2,11,2,3,13,1,1
2024-03-31,Scottish Premiership,2023-24,Livingston,Celtic,0,3,0,8,3,8,0,1
2024-04-06,Scottish Premiership,2023-24,St Mirren,Hearts,1,2,8,7,3,15,1,1
2024-04-06,Scottish Premiership,2023-24,Livingston,Aberdeen,0,0,2,5,0,7,0,0
2024-04-06,Scottish Premiership,2023-24,Dundee,Motherwell,2,3,3,11,5,14,1,1
2024-04-06,Scottish Premiership,2023-24,Hibernian,St Johnstone,1,2,13,3,3,16,1,1
2024-04-06,Scottish Premiership,2023-24,Kilmarnock,Ross County,1,0,4,3,1,7,0,0
2024-04-07,Scottish Premiership,2023-24,Rangers,Celtic,3,3,3,2,6,5,1,1
2024-04-13,Scottish Premiership,2023-24,Aberdeen,Dundee,0,0,3,5,0,8,0,0
2024-04-13,Scottish Premiership,2023-24,Celtic,St Mirren,3,0,11,1,3,12,0,1
2024-04-13,Scottish Premiership,2023-24,Hearts,Livingston,4,2,5,5,6,10,1,1
2024-04-13,Scottish Premiership,2023-24,Motherwell,Hibernian,1,1,4,6,2,10,1,0
