fecha,liga,temporada,equipo_local,equipo_visitante,goles_local,goles_visitante,corners_local,corners_visitante,total_goles,total_corners,ambos_marcan,over_2_5
2023-01-04,Super League Greece,2022-23,Panetolikos,Atromitos,2,0,8,2,2,10,0,0
2023-01-04,Super League Greece,2022-23,PAOK,Aris,1,0,9,2,1,11,0,0
2023-01-07,Super League Greece,2022-23,Levadeiakos,Giannina,1,3,2,5,4,7,1,1
2023-01-07,Super League Greece,2022-23,Lamia,PAOK,0,3,4,5,3,9,0,1
2023-01-08,Super League Greece,2022-23,Volos NFC,Olympiakos,0,4,7,2,4,9,0,1
2023-01-08,Super League Greece,2022-23,Atromitos,Ionikos,2,0,5,4,2,9,0,0
2023-01-08,Super League Greece,2022-23,Aris,Asteras Tripolis,3,0,4,8,3,12,0,1
2023-01-08,Super League Greece,2022-23,AEK,Panathinaikos,1,0,8,4,1,12,0,0
2023-01-09,Super League Greece,2022-23,Panetolikos,OFI Crete,0,4,0,5,4,5,0,1
2023-01-14,Super League Greece,2022-23,PAOK,OFI Crete,0,0,5,0,0,5,0,0
2023-01-14,Super League Greece,2022-23,Lamia,Atromitos,1,1,4,2,2,6,1,0
2023-01-15,Super League Greece,2022-23,AEK,Panetolikos,4,1,8,2,5,10,1,1
2023-01-15,Super League Greece,2022-23,Asteras Tripolis,Levadeiakos,0,0,5,5,0,10,0,0
2023-01-15,Super League Greece,2022-23,Olympiakos,Aris,1,0,4,3,1,7,0,0
2023-01-15,Super League Greece,2022-23,Giannina,Panathinaikos,0,1,3,9,1,12,0,0
2023-01-16,Super League Greece,2022-23,Ionikos,Volos NFC,0,1,4,7,1,11,0,0
2023-01-20,Super League Greece,2022-23,Panetolikos,Giannina,1,1,1,1,2,2,1,0
2023-01-21,Super League Greece,2022-23,OFI Crete,Asteras Tripolis,1,0,5,1,1,6,0,0
2023-01-21,Super League Greece,2022-23,Aris,Volos NFC,3,0,6,1,3,7,0,1
2023-01-22,Super League Greece,2022-23,Ionikos,AEK,1,2,0,10,3,10,1,1
2023-01-22,Super League Greece,2022-23,Levadeiakos,Lamia,0,0,7,2,0,9,0,0
2023-01-22,Super League Greece,2022-23,Panathinaikos,PAOK,0,3,0,3,3,3,0,1
2023-01-22,Super League Greece,2022-23,Atromitos,Olympiakos,1,1,3,4,2,7,1,0
2023-01-28,Super League Greece,2022-23,Volos NFC,Panetolikos,2,3,3,3,5,6,1,1
2023-01-28,Super League Greece,2022-23,Giannina,Atromitos,1,1,6,8,2,14,1,0
2023-01-29,Super League Greece,2022-23,AEK,Aris,3,0,3,4,3,7,0,1
2023-01-29,Super League Greece,2022-23,Olympiakos,OFI Crete,2,1,9,1,3,10,1,1
2023-01-30,Super League Greece,2022-23,PAOK,Levadeiakos,3,2,7,2,5,9,1,1
2023-01-30,Super League Greece,2022-23,Lamia,Ionikos,0,2,7,5,2,12,0,0
2023-01-30,Super League Greece,2022-23,Asteras Tripolis,Panathinaikos,1,0,4,2,1,6,0,0
2023-02-04,Super League Greece,2022-23,OFI Crete,Giannina,0,0,11,4,0,15,0,0
2023-02-04,Super League Greece,2022-23,Ionikos,Aris,1,0,2,7,1,9,0,0
2023-02-05,Super League Greece,2022-23,Panathinaikos,Lamia,2,0,7,8,2,15,0,0
