fecha,liga,temporada,equipo_local,equipo_visitante,goles_local,goles_visitante,corners_local,corners_visitante,total_goles,total_corners,ambos_marcan,over_2_5
2017-02-04,Ligue 1,2016-17,Lille,Lorient,0,1,5,3,1,8,0,0
2017-02-04,Ligue 1,2016-17,Monaco,Nice,3,0,4,4,3,8,0,1
2017-02-04,Ligue 1,2016-17,Montpellier,Bastia,2,1,2,4,3,6,1,1
2017-02-05,Ligue 1,2016-17,Toulouse,Angers,4,0,4,5,4,9,0,1
2017-02-05,Ligue 1,2016-17,Nantes,Nancy,0,2,9,5,2,14,0,0
2017-02-05,Ligue 1,2016-17,St Etienne,Lyon,2,0,8,3,2,11,0,0
2017-02-07,Ligue 1,2016-17,Paris SG,Lille,2,1,9,1,3,10,1,1
2017-02-07,Ligue 1,2016-17,Caen,Bordeaux,0,4,3,2,4,5,0,1
2017-02-07,Ligue 1,2016-17,Montpellier,Monaco,1,2,6,3,3,9,1,1
2017-02-08,Ligue 1,2016-17,Nice,St Etienne,1,0,2,6,1,8,0,0
2017-02-08,Ligue 1,2016-17,Angers,Rennes,0,0,6,9,0,15,0,0
2017-02-08,Ligue 1,2016-17,Lorient,Toulouse,1,1,9,4,2,13,1,0
2017-02-08,Ligue 1,2016-17,Lyon,Nancy,4,0,8,3,4,11,0,1
2017-02-08,Ligue 1,2016-17,Marseille,Guingamp,2,0,4,4,2,8,0,0
2017-02-08,Ligue 1,2016-17,Metz,Dijon,2,1,3,1,3,4,1,1
2017-02-10,Ligue 1,2016-17,Bordeaux,Paris SG,0,3,3,2,3,5,0,1
2017-02-11,Ligue 1,2016-17,Nancy,Montpellier,0,3,5,2,3,7,0,1
2017-02-11,Ligue 1,2016-17,Toulouse,Bastia,4,1,7,3,5,10,1,1
2017-02-11,Ligue 1,2016-17,Monaco,Metz,5,0,8,3,5,11,0,1
2017-02-11,Ligue 1,2016-17,Lille,Angers,1,2,4,3,3,7,1,1
2017-02-11,Ligue 1,2016-17,Guingamp,Lyon,2,1,1,11,3,12,1,1
2017-02-11,Ligue 1,2016-17,Dijon,Caen,2,0,2,5,2,7,0,0
2017-02-12,Ligue 1,2016-17,Nantes,Marseille,3,2,8,7,5,15,1,1
2017-02-12,Ligue 1,2016-17,Rennes,Nice,2,2,6,0,4,6,1,1
2017-02-12,Ligue 1,2016-17,St Etienne,Lorient,4,0,4,2,4,6,0,1
2017-02-17,Ligue 1,2016-17,Bastia,Monaco,1,1,3,8,2,11,1,0
2017-02-18,Ligue 1,2016-17,Metz,Nantes,1,1,4,8,2,12,1,0
2017-02-18,Ligue 1,2016-17,Lorient,Nice,0,1,5,1,1,6,0,0
2017-02-18,Ligue 1,2016-17,Marseille,Rennes,2,0,3,5,2,8,0,0
2017-02-18,Ligue 1,2016-17,Angers,Nancy,1,0,7,3,1,10,0,0
2017-02-18,Ligue 1,2016-17,Caen,Lille,0,1,3,3,1,6,0,0
2017-02-19,Ligue 1,2016-17,Bordeaux,Guingamp,3,0,5,6,3,11,0,1
2017-02-19,Ligue 1,2016-17,Lyon,Dijon,4,2,9,2,6,11,1,1
2017-02-19,Ligue 1,2016-17,Montpellier,St Etienne,2,1,4,5,3,9,1,1
2017-02-19,Ligue 1,2016-17,Paris SG,Toulouse,0,0,7,2,0,9,0,0
2017-02-21,Ligue 1,2016-17,Caen,Nancy,1,0,5,6,1,11,0,0
2017-02-24,Ligue 1,2016-17,Nantes,Dijon,3,1,3,1,4,4,1,1
2017-02-24,Ligue 1,2016-17,Nice,Montpellier,2,1,1,3,3,4,1,1
2017-02-25,Ligue 1,2016-17,Nancy,Toulouse,0,0,5,6,0,11,0,0
2017-02-25,Ligue 1,2016-17,Lille,Bordeaux,2,3,3,3,5,6,1,1
2017-02-25,Ligue 1,2016-17,Rennes,Lorient,1,0,2,3,1,5,0,0
2017-02-25,Ligue 1,2016-17,Angers,Bastia,3,0,5,7,3,12,0,1
2017-02-25,Ligue 1,2016-17,Guingamp,Monaco,1,2,4,4,3,8,1,1
2017-02-26,Ligue 1,2016-17,Lyon,Metz,5,0,10,1,5,11,0,1
2017-02-26,Ligue 1,2016-17,Marseille,Paris SG,1,5,4,7,6,11,1,1
